;estado;cidade;populacao;pib;pib_percapita
1894;RIO GRANDE DO NORTE;Sao Rafael;8357;39029.37890625;4670.25976562
1895;GOIAS;Mundo Novo;6787;56638.41796875;8345.12988281
1896;PIAUI;Sao Jose do Divino;5217;20682.10351562;3964.37011719
1897;RIO GRANDE DO SUL;Vacaria;62831;926080.9375;14739.24023438
1898;PERNAMBUCO;Itapissuma;24406;558914.875;22900.72070312
1899;MINAS GERAIS;Juvenilia;6321;28661.23828125;4534.29003906
1900;MARANHAO;Presidente Vargas;10191;33425.34375;3279.88989258
1901;PARAIBA;Natuba;10495;45638.9375;4348.64013672
1902;RIO GRANDE DO SUL;Fortaleza dos Valos;4635;123020.5;26541.640625
1903;RONDONIA;Teixeiropolis;5010;54467.28515625;10871.70996094
1904;ESPIRITO SANTO;Marechal Floriano;13302;184262.125;13852.20996094
1905;RIO GRANDE DO SUL;Antonio Prado;14274;234290.609375;16413.80078125
1906;RIO GRANDE DO SUL;Carazinho;60388;919009.875;15218.41992188
1907;PARAIBA;Riacho dos Cavalos;8301;29296.59179688;3529.2800293
1908;CEARA;Potiretama;6891;25400.77148438;3686.08007812
1909;SAO PAULO;Joao Ramalho;4344;51556.1796875;11868.37011719
1910;PARANA;Vitorino;6531;146640.046875;22452.91992188
1911;PIAUI;Sao Pedro do Piaui;13544;48489.2109375;3580.12011719
1912;PARAIBA;Algodao de Jandaira;2425;11251.95605469;4639.97998047
1913;PARANA;Marmeleiro;13463;133879.640625;9944.25976562
1914;SANTA CATARINA;Celso Ramos;2720;32284.01757812;11869.12011719
1915;CEARA;Tabuleiro do Norte;29576;137984.875;4665.43017578
1916;SANTA CATARINA;Treze Tilias;6004;316423.46875;52702.109375
1917;MARANHAO;Bom Jesus das Selvas;25473;121741.4453125;4779.22998047
1918;GOIAS;Goianapolis;11663;60013.33984375;5145.62011719
1919;SANTA CATARINA;Botuvera;4345;80997.3125;18641.5
1920;BAHIA;Quijingue;28143;92821.9609375;3298.22998047
1921;MINAS GERAIS;Miradouro;10648;148854.140625;13979.54003906
1922;SANTA CATARINA;Vidal Ramos;6112;109334.2265625;17888.44921875
1923;MINAS GERAIS;Uba;99708;1088261.375;10914.48046875
1924;ALAGOAS;Boca da Mata;26030;152409.21875;5855.14013672
1925;PARAIBA;Boa Ventura;5905;21960.3359375;3718.93994141
1926;MINAS GERAIS;Pains;8476;127580.828125;15052.00976562
1927;SANTA CATARINA;Sao Joao Batista;24419;343808.21875;14079.54003906
1928;GOIAS;Pontalina;16687;172800.28125;10355.37988281
1929;AMAZONAS;Boca do Acre;31221;149755.40625;4796.62011719
1930;PIAUI;Porto;11941;32157.57226562;2693.04003906
1931;BAHIA;Jucurucu;10516;64516.0703125;6135.04003906
1932;MINAS GERAIS;Carangola;33182;236816.796875;7136.91015625
1933;MINAS GERAIS;Campos Altos;13719;186775.015625;13614.33007812
1934;RIO GRANDE DO SUL;Lajeado;72208;1810064.5;25067.36914062
1935;MINAS GERAIS;Bom Jardim de Minas;6657;45720.21484375;6867.99023438
1936;ALAGOAS;Porto Calvo;26044;131020.25;5030.72998047
1937;PARAIBA;Junco do Serido;6731;25847.86132812;3840.12011719
1938;SAO PAULO;Cubatao;129582;5786553.0;44655.53125
1939;SAO PAULO;Peruibe;57686;614539.25;10653.1796875
1940;PARANA;Cruzeiro do Oeste;20856;275256.84375;13197.96972656
1941;MATO GROSSO DO SUL;Rio Brilhante;27903;600119.8125;21507.359375
1942;PARA;Igarape-Acu;35241;106980.84375;3035.68994141
1943;SAO PAULO;Natividade da Serra;7674;45157.06640625;5884.41992188
1944;SANTA CATARINA;Grao Para;6278;114630.8203125;18259.13085938
1945;SANTA CATARINA;Quilombo;11259;229696.15625;20401.11914062
1946;RIO GRANDE DO NORTE;Varzea;5475;22491.91796875;4108.10986328
1947;RIO GRANDE DO SUL;Rolante;20306;218809.78125;10775.62011719
1948;PARA;Ourilandia do Norte;21327;218164.859375;10229.50976562
1949;TOCANTINS;Conceicao do Tocantins;4541;25153.91992188;5539.29003906
1950;ESPIRITO SANTO;Sao Jose do Calcado;10965;72256.3984375;6589.72998047
1951;SANTA CATARINA;Santa Rosa do Sul;8241;85683.1484375;10397.1796875
1952;RIO GRANDE DO SUL;Tres Passos;23911;350329.9375;14651.41015625
1953;SAO PAULO;Ribeirao do Sul;4663;56512.4609375;12119.33007812
1954;GOIAS;Padre Bernardo;28012;160105.703125;5715.60986328
1955;SAO PAULO;Nova Guataporanga;2184;15150.56835938;6937.06982422
1956;MINAS GERAIS;Sao Sebastiao da Vargem Alegre;2877;26006.234375;9039.36035156
1957;CEARA;Farias Brito;19605;64205.171875;3274.93994141
1958;MATO GROSSO;Reserva do Cabacal;2598;23329.37109375;8979.74023438
1959;PARA;Nova Ipixuna;15097;53906.359375;3570.66992188
1960;SANTA CATARINA;Cocal do Sul;15229;312452.71875;20516.9609375
1961;MATO GROSSO;Rosario Oeste;18497;203422.328125;10997.58007812
1962;MARANHAO;Primeira Cruz;12493;32579.3203125;2607.81005859
1963;MINAS GERAIS;Bonfinopolis de Minas;5869;98593.671875;16799.06054688
1964;MINAS GERAIS;Esmeraldas;59408;291246.0;4902.47021484
1965;BAHIA;Ubata;26355;101273.8515625;3842.67993164
1966;RIO GRANDE DO SUL;Vale Verde;3392;50805.16015625;14977.94042969
1967;TOCANTINS;Tupirama;1474;34883.89453125;23666.140625
1968;SAO PAULO;Aracoiaba da Serra;26626;259788.671875;9756.95019531
1969;MINAS GERAIS;Manhumirim;20934;211587.421875;10107.36035156
1970;RIO GRANDE DO SUL;Sao Nicolau;5959;54939.72265625;9219.62011719
1971;SERGIPE;Muribeca;7466;42030.453125;5629.58007812
1972;GOIAS;Palminopolis;3761;38439.57421875;10220.5703125
1973;PARANA;Mato Rico;4205;26970.328125;6413.87011719
1974;SANTA CATARINA;Praia Grande;7318;79492.6875;10862.62988281
1975;MINAS GERAIS;Carneirinho;9143;168376.484375;18415.890625
1976;PARAIBA;Areial;6441;23932.7890625;3715.68994141
1977;PARANA;Cafezal do Sul;4313;34552.42578125;8011.22998047
1978;PARANA;Umuarama;99606;1252597.625;12575.51953125
1979;PARANA;Ipora;15227;158137.84375;10385.36035156
1980;PARAIBA;Sao Jose de Piranhas;19566;80626.984375;4120.77001953
1981;GOIAS;Faina;7020;58360.9765625;8313.53027344
1982;BAHIA;Teixeira de Freitas;125430;1051444.375;8382.71972656
1983;SANTA CATARINA;Sao Bonifacio;3274;33398.140625;10201.01953125
1984;MINAS GERAIS;Santa Maria de Itabira;10821;70246.2734375;6491.66015625
1985;SAO PAULO;Viradouro;18110;150425.203125;8306.20019531
1986;RIO GRANDE DO SUL;Santo Antonio do Planalto;2108;45459.1953125;21565.08007812
1987;GOIAS;Bela Vista de Goias;21679;330241.3125;15233.24023438
1988;SAO PAULO;Louveira;33251;5815328.5;174891.84375
1989;TOCANTINS;Peixe;9018;278386.28125;30870.0703125
1990;SERGIPE;SANTA LUZIA DO ITANHY;13502;80919.0703125;5993.12011719
1991;RIO GRANDE DO NORTE;Carnauba dos Dantas;7083;33648.24609375;4750.56005859
1992;BAHIA;Tucano;49827;169157.046875;3394.88989258
1993;SANTA CATARINA;Lages;167805;2376554.25;14162.59960938
1994;RIO GRANDE DO SUL;Cruzeiro do Sul;12752;155682.796875;12208.5
1995;BAHIA;Almadina;6621;26828.51171875;4052.0300293
1996;PARAIBA;Riachao do Poco;4417;20743.28710938;4696.24023438
1997;BAHIA;Macurure;7834;24953.62890625;3185.30004883
1998;CEARA;Tarrafas;8900;26677.58007812;2997.47998047
1999;RIO GRANDE DO SUL;Imigrante;3125;72431.109375;23177.9609375
2000;BAHIA;Miguel Calmon;27724;107699.890625;3884.7199707
2001;MARANHAO;Centro Novo do Maranhao;15668;119718.2265625;7640.93994141
2002;MATO GROSSO DO SUL;Terenos;15276;179690.8125;11762.95019531
2003;MINAS GERAIS;Inconfidentes;7692;46791.9375;6083.20019531
2004;MARANHAO;Mata Roma;14491;57988.171875;4001.66992188
2005;PARAIBA;Frei Martinho;3025;12417.97558594;4105.12011719
2006;MATO GROSSO DO SUL;Maracaju;32492;776504.3125;23898.3203125
2007;SAO PAULO;Aracariguama;13208;1460157.5;110550.9921875
2008;PARAIBA;Aguiar;5799;22089.37304688;3809.16992188
2009;SANTA CATARINA;Guaraciaba;10857;138945.046875;12797.74023438
2010;PERNAMBUCO;Calcado;11619;54108.05078125;4656.85986328
2011;PIAUI;Santa Rosa do Piaui;5304;16148.84179688;3044.64990234
2012;AMAZONAS;Eirunepe;30901;123005.4375;3980.62988281
2013;RIO GRANDE DO SUL;Roca Sales;10468;218504.484375;20873.5703125
2014;RIO GRANDE DO SUL;Santana do Livramento;84079;877885.9375;10441.20019531
2015;CEARA;Russas;67960;441188.8125;6491.89013672
2016;MINAS GERAIS;Porto Firme;10989;45180.23828125;4111.41015625
2017;SANTA CATARINA;Sao Miguel do Oeste;35249;594450.25;16864.3203125
2018;RIO GRANDE DO SUL;Sao Valentim do Sul;2336;34529.40234375;14781.41992188
2019;MARANHAO;Lagoa do Mato;10639;36639.984375;3443.92993164
2020;MINAS GERAIS;Conego Marinho;6440;25874.4921875;4017.7800293
2021;ESPIRITO SANTO;Iconha;11901;151559.609375;12735.03027344
2022;ESPIRITO SANTO;Santa Maria de Jetiba;33921;531211.4375;15660.25
2023;RIO DE JANEIRO;Cabo Frio;186004;4596004.5;24709.16992188
2024;BAHIA;Serra do Ramalho;31809;130961.890625;4117.12988281
2025;PARAIBA;Areia de Baraunas;2159;8848.55664062;4098.45019531
2026;MINAS GERAIS;Jequitiba;5756;50035.23828125;8692.70996094
2027;TOCANTINS;Goiatins;12068;83094.609375;6885.52978516
2028;MINAS GERAIS;Lagoa Dourada;12265;93541.875;7626.72998047
2029;GOIAS;Valparaiso de Goias;123444;690698.125;5595.22998047
2030;BAHIA;Ribeirao do Largo;14528;63719.88671875;4386.00976562
2031;PARAIBA;Areia;25648;104586.7578125;4077.77001953
2032;MINAS GERAIS;Piumhi;32580;486778.3125;14941.01953125
2033;MINAS GERAIS;Monte Santo de Minas;20536;229405.0;11170.87011719
2034;SAO PAULO;Sao Manuel;39696;784365.25;19759.30078125
2035;TOCANTINS;Goianorte;5426;40720.05078125;7504.62011719
2036;TOCANTINS;Jau do Tocantins;3983;31869.46289062;8001.37011719
2037;PARAIBA;Sao Mamede;7998;34872.84375;4360.20019531
2038;MINAS GERAIS;Aracuai;37388;170642.765625;4564.10986328
2039;SERGIPE;Salgado;19101;90880.03125;4757.87011719
2040;MINAS GERAIS;Camanducaia;20160;217757.765625;10801.48046875
2041;PERNAMBUCO;Saloa;15547;62361.6015625;4011.16992188
2042;RIO GRANDE DO SUL;Tuparendi;8866;131709.171875;14855.53027344
2043;BAHIA;Belo Campo;15185;54279.22265625;3574.5300293
2044;BAHIA;Canavieiras;37041;142412.078125;3844.70996094
2045;BAHIA;Sao Francisco do Conde;31699;11437501.0;360815.84375
2046;MINAS GERAIS;Inimutaba;6713;42911.7265625;6392.33007812
2047;GOIAS;Itaguaru;5591;57557.48828125;10294.66992188
2048;MINAS GERAIS;Sao Jose do Mantimento;2579;16619.5234375;6444.16992188
2049;BAHIA;Itiuba;36996;129550.7890625;3501.75
2050;SANTA CATARINA;Frei Rogerio;2673;47779.5546875;17874.88085938
2051;MINAS GERAIS;Conceicao da Aparecida;10771;112542.40625;10448.65039062
2052;PARA;Parauapebas;152777;5617969.5;36772.3515625
2053;RIO GRANDE DO NORTE;Caico;63006;484225.84375;7685.39013672
2054;PARANA;Iguaracu;3907;41197.90234375;10544.63964844
2055;MINAS GERAIS;Prata;26857;428143.34375;15941.58984375
2056;ALAGOAS;Lagoa da Canoa;18196;60461.83984375;3322.81005859
2057;SERGIPE;Caninde de Sao Francisco;23005;907687.375;39456.08984375
2058;SANTA CATARINA;Lajeado Grande;1485;28347.5234375;19089.24023438
2059;MATO GROSSO;Bom Jesus do Araguaia;4792;101233.46875;21125.51953125
2060;RIO DE JANEIRO;Itaocara;22452;367589.1875;16372.21972656
2061;SANTA CATARINA;Saltinho;4178;55311.43359375;13238.73046875
2062;CEARA;Bela Cruz;30900;101760.7265625;3293.22998047
2063;PARAIBA;Mari;21137;88334.703125;4179.14990234
2064;MINAS GERAIS;Naque;6154;29156.40820312;4737.79980469
2065;MATO GROSSO;Rondonopolis;181902;4862344.0;26730.5703125
2066;RIO GRANDE DO SUL;Carlos Barbosa;25866;721714.0625;27902.0390625
2067;RIO GRANDE DO SUL;Capao do Cipo;3485;105410.21875;30246.83007812
2068;GOIAS;Brazabrantes;3345;37125.34765625;11098.75976562
2069;RIO GRANDE DO SUL;Uruguaiana;127045;2288915.5;18016.5703125
2070;ALAGOAS;Cajueiro;20825;77771.0703125;3734.51000977
2071;MINAS GERAIS;Padre Paraiso;18891;71393.78125;3779.25
2072;RIO DE JANEIRO;Sapucaia;17356;330610.90625;19048.80078125
2073;PARAIBA;Jerico;8100;31312.67382812;3865.76000977
2074;MINAS GERAIS;Veredinha;6045;23984.67578125;3967.68994141
2075;SAO PAULO;Sao Vicente;330795;2898355.75;8761.79003906
2076;SANTA CATARINA;Salete;7737;101054.3828125;13061.1796875
2077;MATO GROSSO DO SUL;Cassilandia;21677;273076.90625;12597.54003906
2078;SAO PAULO;Angatuba;23225;370607.09375;15957.25
2079;BAHIA;Cafarnaum;18314;61634.8046875;3365.44995117
2080;PARANA;Prado Ferreira;3510;37012.03515625;10544.74023438
2081;PARANA;Pranchita;5885;89779.75;15255.69042969
2082;PARAIBA;Pedra Branca;3861;15541.8515625;4025.34008789
2083;SAO PAULO;Rafard;8364;116352.234375;13911.08007812
2084;PARA;Aurora do Para;22315;86019.953125;3854.80004883
2085;PARANA;Manfrinopolis;3283;25319.390625;7712.27001953
2086;RIO GRANDE DO NORTE;Ielmo Marinho;12189;65500.8671875;5373.77001953
2087;RONDONIA;Chupinguaia;7843;184094.6875;23472.48046875
2088;SANTA CATARINA;Bela Vista do Toldo;6145;93048.15625;15142.08984375
2089;GOIAS;Sao Joao da Parauna;1672;22426.16015625;13412.78027344
2090;SAO PAULO;Boa Esperanca do Sul;13953;147362.53125;10561.34960938
2091;ESPIRITO SANTO;Alegre;31143;228743.390625;7344.93994141
2092;SAO PAULO;Cajuru;24313;257855.21875;10605.65039062
2093;SAO PAULO;Itapira;72657;1529548.5;21051.63085938
2094;RIO GRANDE DO SUL;Almirante Tamandare do Sul;2208;58480.27734375;26485.63085938
2095;RORAIMA;Caracarai;19235;170841.40625;8881.79980469
2096;SAO PAULO;Ipero;27526;353688.0;12849.23046875
2097;MINAS GERAIS;Senador Firmino;7361;38337.6640625;5208.20996094
2098;RIO GRANDE DO SUL;Campinas do Sul;5745;86499.9921875;15056.5703125
2099;PERNAMBUCO;Catende;35251;147808.4375;4193.02978516
2100;ESPIRITO SANTO;Vila Pavao;9126;113717.1875;12460.79003906
2101;SAO PAULO;Sao Jose da Bela Vista;8513;121228.2890625;14240.37011719
2102;MINAS GERAIS;Presidente Kubitschek;3085;13797.65917969;4472.5
2103;SAO PAULO;General Salgado;10934;152542.734375;13951.23046875
2104;SAO PAULO;Santana da Ponte Pensa;1616;19317.39648438;11953.83007812
2105;SANTA CATARINA;Rio Fortuna;4648;78998.15625;16996.16015625
2106;RIO GRANDE DO SUL;Cerro Largo;12861;266408.5;20714.44921875
2107;TOCANTINS;Couto Magalhaes;5102;37384.703125;7327.45996094
2108;MINAS GERAIS;Martins Soares;6715;59090.81640625;8799.8203125
2109;SANTA CATARINA;Irati;2033;26966.81835938;13264.54003906
2110;MINAS GERAIS;Sao Jose do Jacuri;7234;32980.9609375;4559.16015625
2111;PARANA;Uniflor;2495;18781.17382812;7527.52001953
2112;RIO GRANDE DO SUL;Cachoeira do Sul;86557;1226333.875;14167.9296875
2113;GOIAS;Senador Canedo;77511;2658435.25;34297.51953125
2114;RIO GRANDE DO NORTE;Portalegre;7082;29353.125;4144.75
2115;PARA;Abaetetuba;139819;456256.9375;3263.19995117
2116;MINAS GERAIS;Joao Monlevade;75320;1316052.375;17472.81054688
2117;RIO GRANDE DO SUL;Santo Augusto;13845;221980.84375;16033.29003906
2118;PARA;Juruti;35530;272503.25;7669.66992188
2119;SAO PAULO;Aparecida;37629;392993.75;10443.91015625
2120;MATO GROSSO;Juscimeira;12168;150343.078125;12355.61035156
2121;PARA;Colares;11433;37286.609375;3261.31005859
2122;CEARA;Trairi;51386;199633.515625;3884.97998047
2123;PARANA;Cruzmaltina;3128;44678.48046875;14283.40039062
2124;CEARA;Mulungu;11914;46788.59765625;3927.18994141
2125;BAHIA;Cravolandia;5713;21624.3203125;3785.11010742
2126;SANTA CATARINA;Luzerna;5528;78719.4765625;14240.13964844
2127;SAO PAULO;Corumbatai;4138;90408.453125;21848.34960938
2128;ALAGOAS;Satuba;14779;56080.00390625;3794.57006836
2129;PARANA;Alto Paraiso;3217;37717.46875;11724.41992188
2130;PARANA;Assis Chateaubriand;33023;435989.78125;13202.61035156
2131;PARANA;Dois Vizinhos;35707;639611.25;17912.76953125
2132;MINAS GERAIS;Diogo de Vasconcelos;4066;19452.35351562;4784.14990234
2133;GOIAS;Itaruma;5490;85042.3515625;15490.41015625
2134;MARANHAO;Estreito;27756;269802.40625;9720.50976562
2135;BAHIA;Rodelas;7446;29632.92382812;3979.70996094
2136;PARA;Terra Santa;16004;55202.80859375;3449.31005859
2137;BAHIA;Uaua;25159;95182.21875;3783.22998047
2138;PARA;Chaves;20506;68304.5390625;3330.94995117
2139;CEARA;Acopiara;50784;169086.6875;3329.5300293
2140;PIAUI;Miguel Leao;1212;8365.68066406;6902.37988281
2141;BAHIA;Caatiba;9450;34616.9453125;3663.16992188
2142;GOIAS;Araguapaz;7780;61092.53515625;7852.50976562
2143;RIO GRANDE DO SUL;Vila Flores;3305;80535.53125;24367.7890625
2144;PARANA;Nova Cantu;7481;79525.1875;10630.29003906
2145;PARAIBA;Santa Rita;126775;1138589.125;8981.1796875
2146;AMAZONAS;Manaquiri;20836;82990.75;3983.05004883
2147;SANTA CATARINA;Itapiranga;16015;513060.09375;32036.22070312
2148;SAO PAULO;Sao Carlos;220463;4523692.5;20519.06054688
2149;RIO GRANDE DO NORTE;Jandaira;6688;26507.66992188;3963.4699707
2150;TOCANTINS;Aguiarnopolis;4216;57169.52734375;13560.12988281
2151;RIO GRANDE DO SUL;Montauri;1606;26309.73242188;16382.15039062
2152;PARAIBA;Barra de Santa Rosa;13273;54124.6328125;4077.80004883
2153;MARANHAO;Arari;28787;92651.421875;3218.52001953
2154;CEARA;Limoeiro do Norte;56098;356308.75;6351.54003906
2155;RONDONIA;Candeias do Jamari;17547;231911.1875;13216.5703125
2156;RIO GRANDE DO SUL;Nova Brescia;3291;42255.71875;12839.78027344
2157;MINAS GERAIS;Canaa;4795;28926.7109375;6032.68017578
2158;BAHIA;Mucuri;35501;1009100.25;28424.56054688
2159;SAO PAULO;Avare;84416;1068860.0;12661.8203125
2160;MINAS GERAIS;Rosario da Limeira;4362;23792.85742188;5454.58007812
2161;RIO GRANDE DO SUL;Ipe;6210;97232.75;15657.45019531
2162;RIO GRANDE DO SUL;Sao Luiz Gonzaga;34999;446546.65625;12758.83984375
2163;PARAIBA;Belem do Brejo do Cruz;7256;26376.34960938;3635.11010742
2164;PERNAMBUCO;Panelas;25500;88732.6171875;3479.70996094
2165;RONDONIA;Jaru;53943;650214.25;12053.73046875
2166;MINAS GERAIS;Congonhas;48723;879759.625;18056.34960938
2167;MINAS GERAIS;Ubai;12499;50889.91015625;4071.52001953
2168;MINAS GERAIS;Itumirim;6667;38055.9140625;5708.10009766
2169;TOCANTINS;Novo Acordo;3950;21603.1328125;5469.14990234
2170;SAO PAULO;Itapura;3941;61968.03515625;15723.94042969
2171;MINAS GERAIS;Tiros;7626;92011.21875;12065.45996094
2172;RIO GRANDE DO SUL;Vespasiano Correa;1967;39798.56640625;20233.13085938
2173;GOIAS;Monte Alegre de Goias;7466;40514.72265625;5426.56005859
2174;SANTA CATARINA;Vargem Bonita;4279;170871.0625;39932.46875
2175;MINAS GERAIS;Capelinha;34634;206330.90625;5957.47021484
2176;MINAS GERAIS;Monte Belo;12852;143298.65625;11149.91015625
2177;MINAS GERAIS;Vazante;20042;268169.0625;13380.36035156
2178;SANTA CATARINA;Ibiam;2060;24587.53710938;11935.70019531
2179;MINAS GERAIS;Vespasiano;101846;1101311.25;10813.5
2180;MARANHAO;Buritirana;15051;48739.4375;3238.29003906
2181;SAO PAULO;Barao de Antonina;2835;24476.94921875;8633.83984375
2182;RIO DE JANEIRO;Carmo;18024;291441.21875;16169.62011719
2183;RIO DE JANEIRO;Sao Pedro da Aldeia;84866;778181.8125;9169.54003906
2184;SAO PAULO;Sumare;241077;6901888.0;28629.390625
2185;MATO GROSSO DO SUL;Novo Horizonte do Sul;4932;52382.24609375;10620.88964844
2186;PIAUI;Redencao do Gurgueia;8567;29922.13867188;3492.7199707
2187;SANTA CATARINA;Galvao;3444;52359.0625;15202.98046875
2188;SAO PAULO;Fernao;1521;15919.24707031;10466.29980469
2189;RIO GRANDE DO SUL;Nao-Me-Toque;16012;439259.09375;27433.11914062
2190;RIO GRANDE DO SUL;Viadutos;5728;58895.875;10282.09960938
2191;ACRE;Cruzeiro do Sul;77004;684349.25;8887.19042969
2192;BAHIA;Euclides da Cunha;59193;259546.765625;4384.75
2193;RONDONIA;Campo Novo de Rondonia;12915;132686.515625;10273.83007812
2194;ALAGOAS;Sao Sebastiao;32181;123021.7890625;3822.81005859
2195;SAO PAULO;Piedade;49508;540496.875;10917.36035156
2196;MARANHAO;Paco do Lumiar;103958;291564.46875;2804.63989258
2197;MINAS GERAIS;Dores do Indaia;14366;117550.2890625;8182.52978516
2198;PERNAMBUCO;Olinda;397268;2601107.5;6547.49023438
2199;PERNAMBUCO;Manari;18097;61100.4453125;3376.27001953
2200;SANTA CATARINA;Pomerode;26788;729278.8125;27224.08984375
2201;RIO DE JANEIRO;Saquarema;69374;784140.5;11303.08984375
2202;PARAIBA;Desterro;8191;30984.4375;3782.73999023
2203;PARANA;Itaipulandia;9349;109910.7734375;11756.41992188
2204;PIAUI;Francisco Ayres;5147;17722.32421875;3443.22998047
2205;PARA;Altamira;98750;608372.75;6160.74023438
2206;MATO GROSSO;Matupa;15170;249672.71875;16458.3203125
2207;SANTA CATARINA;Xaxim;25444;538854.125;21178.0390625
2208;RIO GRANDE DO NORTE;Itau;5999;27125.36523438;4521.64990234
2209;RIO GRANDE DO NORTE;Pedro Velho;14118;59598.796875;4221.47998047
2210;BAHIA;Nova Fatima;7964;27641.48828125;3470.80004883
2211;GOIAS;Davinopolis;2075;22484.65234375;10835.98046875
2212;PARANA;Goioere;29704;320909.46875;10803.58007812
2213;MINAS GERAIS;Pedrinopolis;3586;69273.6015625;19317.7890625
2214;BAHIA;Urucuca;23237;80547.1640625;3466.33007812
2215;PIAUI;Lagoa do Piaui;3817;19942.30273438;5224.60009766
2216;PERNAMBUCO;Calumbi;7977;23538.6875;2950.82006836
2217;MINAS GERAIS;Luislandia;6727;29451.74609375;4378.14013672
2218;MINAS GERAIS;Tres Pontas;54149;539718.125;9967.28027344
2219;PARANA;Santa Mariana;11996;114636.953125;9556.26953125
2220;BAHIA;Pindobacu;20854;62869.55859375;3014.75
2221;CEARA;Antonina do Norte;7059;24448.77734375;3463.48999023
2222;TOCANTINS;Araguana;5248;37887.359375;7219.39013672
2223;MARANHAO;Bacurituba;5687;17795.5546875;3129.15991211
2224;MINAS GERAIS;Sao Bento Abade;4715;34052.71875;7222.20996094
2225;MINAS GERAIS;Ibiracatu;5936;25364.18359375;4272.93994141
2226;CEARA;Iguatu;97203;602302.25;6196.33007812
2227;SAO PAULO;Aspasia;1826;18543.80664062;10155.4296875
2228;PARANA;Santa Isabel do Ivai;8621;90435.8046875;10490.1796875
2229;RIO GRANDE DO SUL;Sao Jose do Sul;2010;25434.3984375;12653.9296875
2230;RIO GRANDE DO SUL;Vila Langaro;2293;38823.68359375;16931.390625
2231;RIO GRANDE DO SUL;Esperanca do Sul;3468;34524.50390625;9955.16015625
2232;SAO PAULO;Luiziania;5138;49629.58984375;9659.3203125
2233;SANTA CATARINA;Criciuma;188557;3190218.25;16919.11914062
2234;RONDONIA;Seringueiras;12117;130260.3828125;10750.21972656
2235;PERNAMBUCO;Machados;11802;45951.76171875;3893.56005859
2236;BAHIA;Lajedao;3599;27027.58203125;7509.75
2237;RIO GRANDE DO SUL;Santo Expedito do Sul;2684;38706.75390625;14421.29003906
